source_ip,source_port,destination_port,honeypot,country
"46.101.9.8",53488,8088,"dionaea",
"142.93.204.158",54684,8088,"dionaea",
"185.244.25.164",40839,8088,"dionaea",
"209.141.35.236",50800,8088,"dionaea",
"80.211.11.13",44438,8088,"dionaea",
"74.82.47.2",58452,389,"dionaea",
"138.68.71.163",51262,8088,"dionaea",
"87.20.253.119",45554,23,"dionaea",
"194.28.115.243",44623,3398,"dionaea",
"176.119.4.60",45629,50049,"dionaea",
"46.35.207.120",38915,8080,"dionaea",
"31.162.189.253",19958,23,"dionaea",
"46.101.208.222",35759,8088,"dionaea",
"46.161.27.8",65534,4001,"dionaea",
"46.161.27.8",65534,4000,"dionaea",
"185.222.211.222",47786,3387,"dionaea",
"159.89.103.106",54873,8088,"dionaea",
"185.244.25.164",49178,8088,"dionaea",
"185.8.50.73",53983,8088,"dionaea",
"109.248.9.12",57671,3384,"dionaea",
"176.119.7.62",59266,53396,"dionaea",
"172.104.105.194",59522,143,"dionaea",
"68.183.123.55",38778,8088,"dionaea",
"209.141.35.236",49636,8088,"dionaea",
"185.244.25.164",41119,8088,"dionaea",
"45.56.107.219",49636,1433,"dionaea",
"45.56.107.219",49136,1433,"dionaea",
"45.56.107.219",48408,1433,"dionaea",
"178.62.41.160",38908,8088,"dionaea",
"142.93.204.158",37934,8088,"dionaea",
"94.177.170.32",44421,54321,"dionaea",
"185.244.25.164",34736,8088,"dionaea",
"176.119.4.18",44828,3613,"dionaea",
"209.141.35.236",32940,8088,"dionaea",
"80.211.11.13",60026,8088,"dionaea",
"138.68.65.19",56267,8088,"dionaea",
"185.244.25.164",49405,8088,"dionaea",
"46.101.208.222",34517,8088,"dionaea",
"185.8.50.73",32886,8088,"dionaea",
"209.141.35.236",56618,8088,"dionaea",
"202.109.143.110",6000,2202,"dionaea",
"185.244.25.164",39922,8088,"dionaea",
"176.119.4.18",44828,3674,"dionaea",
"178.62.41.160",35234,8088,"dionaea",
"138.68.71.163",60930,8088,"dionaea",
"68.183.123.55",39198,8088,"dionaea",
"185.244.25.164",56882,8088,"dionaea",
"209.141.35.236",48275,8088,"dionaea",
"46.101.199.124",38470,8088,"dionaea",
"46.101.128.119",38830,8088,"dionaea",
"185.8.50.73",53696,8088,"dionaea",
"80.211.92.62",34370,8088,"dionaea",
"46.101.9.8",60542,8088,"dionaea",
"176.119.4.27",57085,9325,"dionaea",
"209.141.35.236",38210,8088,"dionaea",
"176.119.7.62",57468,5573,"dionaea",
"142.93.204.158",37676,8088,"dionaea",
"138.68.71.163",33666,8088,"dionaea",
"194.28.115.245",48502,9833,"dionaea",
"205.185.119.229",37986,8088,"dionaea",
"46.101.9.8",42797,8088,"dionaea",
"185.244.25.164",34752,8088,"dionaea",
"46.101.199.124",37318,8088,"dionaea",
"104.248.216.219",57726,8080,"dionaea",
"138.68.65.19",49580,8088,"dionaea",
"209.141.35.236",51853,8088,"dionaea",
"185.8.50.73",52258,8088,"dionaea",
"107.170.212.151",33497,14408,"dionaea",
"131.196.56.37",15235,8080,"dionaea",
"139.159.47.22",51763,445,"dionaea",
"178.62.41.160",48137,8088,"dionaea",
"159.89.103.106",59325,8088,"dionaea",
"139.159.47.22",54201,445,"dionaea",
"80.211.11.13",57056,8088,"dionaea",
"139.159.47.22",63041,445,"dionaea",
"185.244.25.164",48940,8088,"dionaea",
"176.119.1.206",51202,3000,"dionaea",
"209.141.35.236",43323,8088,"dionaea",
"185.8.50.73",54864,8088,"dionaea",
"68.183.123.55",43367,8088,"dionaea",
"222.136.151.59",25884,23,"dionaea",
"46.101.199.124",37537,8088,"dionaea",
"159.89.103.106",42413,8088,"dionaea",
"68.183.123.55",38270,8088,"dionaea",
"185.244.25.164",50717,8088,"dionaea",
"138.68.71.163",43258,8088,"dionaea",
"209.141.35.236",35673,8088,"dionaea",
"52.226.20.222",14805,1433,"dionaea",
"185.244.25.164",37157,8088,"dionaea",
"5.188.206.22",59230,31313,"dionaea",
"138.68.71.163",49855,8088,"dionaea",
"94.51.114.118",1161,23,"dionaea",
"123.144.26.52",58852,23,"dionaea",
"185.244.25.164",41521,8088,"dionaea",
"142.93.204.158",46863,8088,"dionaea",
"209.141.35.236",46126,8088,"dionaea",
"194.28.115.243",47603,33390,"dionaea",
"80.211.11.13",37892,8088,"dionaea",
"68.183.123.55",48292,8088,"dionaea",
"185.244.25.164",50569,8088,"dionaea",
"46.101.9.8",32900,8088,"dionaea",
"185.8.50.73",41517,8088,"dionaea",
"74.82.47.58",33981,50070,"dionaea",
"138.68.65.19",55087,8088,"dionaea",
"142.93.204.158",54759,8088,"dionaea",
"103.255.4.5",55520,5555,"dionaea",
"185.244.25.164",53902,8088,"dionaea",
"176.119.4.18",44828,3705,"dionaea",
"178.62.41.160",36373,8088,"dionaea",
"209.141.35.236",42516,8088,"dionaea",
"46.101.199.124",34603,8088,"dionaea",
"185.255.31.34",45167,2002,"dionaea",
"205.185.119.229",39598,8088,"dionaea",
"122.102.28.44",21709,8080,"dionaea",
"68.183.123.55",48121,8088,"dionaea",
"176.119.4.18",44828,3791,"dionaea",
"185.244.25.164",37176,8088,"dionaea",
"5.39.216.155",29011,5801,"dionaea",
"209.141.56.95",38232,8088,"dionaea",
"176.119.4.18",44828,3629,"dionaea",
"80.211.11.13",40108,8088,"dionaea",
"159.148.186.184",50196,9090,"dionaea",
"46.101.9.8",49551,8088,"dionaea",
"138.68.65.19",49669,8088,"dionaea",
"185.8.50.73",53651,8088,"dionaea",
"176.119.7.62",55670,4811,"dionaea",
"194.28.115.243",47603,3371,"dionaea",
"185.244.25.164",53093,8088,"dionaea",
"209.141.35.236",38119,8088,"dionaea",
"46.101.128.119",39475,8088,"dionaea",
"220.231.200.32",54979,80,"dionaea",
"220.231.200.32",52599,80,"dionaea",
"220.231.200.32",52438,80,"dionaea",
"220.231.200.32",52048,80,"dionaea",
"220.231.200.32",51636,80,"dionaea",
"220.231.200.32",49995,80,"dionaea",
"107.170.218.225",55796,10445,"dionaea",
"220.231.200.32",46143,80,"dionaea",
"220.231.200.32",43499,80,"dionaea",
"198.108.67.39",52632,8832,"dionaea",
"220.231.200.32",40104,80,"dionaea",
"220.231.200.32",38292,80,"dionaea",
"220.231.200.32",36895,80,"dionaea",
"220.231.200.32",36677,80,"dionaea",
"220.231.200.32",36465,80,"dionaea",
"74.82.47.40",56040,50075,"dionaea",
"46.101.208.222",58269,8088,"dionaea",
"220.231.200.32",31599,80,"dionaea",
"220.231.200.32",31210,80,"dionaea",
"220.231.200.32",30396,80,"dionaea",
"220.231.200.32",29988,80,"dionaea",
"187.94.45.66",26632,8080,"dionaea",
"220.231.200.32",27423,80,"dionaea",
"220.231.200.32",26685,80,"dionaea",
"185.244.25.164",52485,8088,"dionaea",
"220.231.200.32",23981,80,"dionaea",
"220.231.200.32",21934,80,"dionaea",
"220.231.200.32",21777,80,"dionaea",
"220.231.200.32",21422,80,"dionaea",
"220.231.200.32",21262,80,"dionaea",
"220.231.200.32",20474,80,"dionaea",
"220.231.200.32",19713,80,"dionaea",
"220.231.200.32",19550,80,"dionaea",
"220.231.200.32",17051,80,"dionaea",
"220.231.200.32",16880,80,"dionaea",
"185.8.50.73",53046,8088,"dionaea",
"220.231.200.32",16733,80,"dionaea",
"220.231.200.32",15498,80,"dionaea",
"220.231.200.32",14349,80,"dionaea",
"220.231.200.32",13238,80,"dionaea",
"208.100.26.228",52134,5672,"dionaea",
"220.231.200.32",11802,80,"dionaea",
"220.231.200.32",9695,80,"dionaea",
"220.231.200.32",9528,80,"dionaea",
"220.231.200.32",9129,80,"dionaea",
"220.231.200.32",8949,80,"dionaea",
"220.231.200.32",8772,80,"dionaea",
"209.141.35.236",41340,8088,"dionaea",
"220.231.200.32",8269,80,"dionaea",
"5.188.10.241",44033,3390,"dionaea",
"220.231.200.32",7312,80,"dionaea",
"220.231.200.32",6852,80,"dionaea",
"220.231.200.32",6374,80,"dionaea",
"220.231.200.32",3031,80,"dionaea",
"220.231.200.32",65012,80,"dionaea",
"220.231.200.32",64577,80,"dionaea",
"220.231.200.32",64136,80,"dionaea",
"220.231.200.32",63633,80,"dionaea",
"220.231.200.32",63418,80,"dionaea",
"220.231.200.32",63252,80,"dionaea",
"220.231.200.32",60910,80,"dionaea",
"220.231.200.32",59752,80,"dionaea",
"220.231.200.32",58782,80,"dionaea",
"220.231.200.32",58603,80,"dionaea",
"220.231.200.32",58431,80,"dionaea",
"220.231.200.32",57497,80,"dionaea",
"68.183.123.55",33534,8088,"dionaea",
"189.127.244.209",41108,23,"dionaea",
"220.231.200.32",55849,80,"dionaea",
"220.231.200.32",55427,80,"dionaea",
"220.231.200.32",55238,80,"dionaea",
"220.231.200.32",55003,80,"dionaea",
"220.231.200.32",54548,80,"dionaea",
"185.244.25.164",37284,8088,"dionaea",
"176.119.4.27",55121,821,"dionaea",
"220.231.200.32",51771,80,"dionaea",
"220.231.200.32",51342,80,"dionaea",
"220.231.200.32",50155,80,"dionaea",
"220.231.200.32",49584,80,"dionaea",
"46.101.9.8",52920,8088,"dionaea",
"220.231.200.32",49030,80,"dionaea",
"142.93.204.158",59613,8088,"dionaea",
"220.231.200.32",48100,80,"dionaea",
"220.231.200.32",44509,80,"dionaea",
"220.231.200.32",43965,80,"dionaea",
"177.184.177.164",8308,23,"dionaea",
"220.231.200.32",39291,80,"dionaea",
"68.183.123.55",55300,8088,"dionaea",
"220.231.200.32",39095,80,"dionaea",
"220.231.200.32",38924,80,"dionaea",
"178.62.41.160",36155,8088,"dionaea",
"220.231.200.32",36170,80,"dionaea",
"176.119.4.56",43019,3344,"dionaea",
"185.244.25.164",38717,8088,"dionaea",
"209.141.56.95",49326,8088,"dionaea",
"46.101.199.124",39989,8088,"dionaea",
"114.35.182.220",60289,81,"dionaea",
"80.211.11.13",35635,8088,"dionaea",
"104.248.216.219",46351,8080,"dionaea",
"209.141.35.236",52739,8088,"dionaea",
"68.183.123.55",32860,8088,"dionaea",
"46.101.208.222",36274,8088,"dionaea",
"185.244.25.164",36814,8088,"dionaea",
"185.8.50.73",36289,8088,"dionaea",
"51.39.10.1",3271,445,"dionaea",
"209.141.35.236",33658,8088,"dionaea",
"80.211.92.62",49051,8088,"dionaea",
"46.101.9.8",56571,8088,"dionaea",
"193.77.237.156",56018,1433,"dionaea",
"138.68.71.163",60874,8088,"dionaea",
"178.62.41.160",35072,8088,"dionaea",
"209.141.56.95",33158,8088,"dionaea",
"185.244.25.164",60674,8088,"dionaea",
"59.98.248.162",21293,23,"dionaea",
"194.28.115.245",48502,3388,"dionaea",
"46.101.199.124",46968,8088,"dionaea",
"176.119.4.18",44828,3633,"dionaea",
"206.189.111.108",55585,10250,"dionaea",
"188.236.88.92",52672,5555,"dionaea",
"209.141.35.236",56468,8088,"dionaea",
"68.183.123.55",36903,8088,"dionaea",
"185.244.25.164",50412,8088,"dionaea",
"128.201.128.18",40175,25,"dionaea",
"138.68.65.19",34977,8088,"dionaea",
"185.244.25.164",38264,8088,"dionaea",
"178.62.41.160",45879,8088,"dionaea",
"61.216.152.133",62191,1177,"dionaea",
"177.102.223.58",56430,23,"dionaea",
"209.141.56.95",36186,8088,"dionaea",
"209.141.35.236",54259,8088,"dionaea",
"142.93.204.158",48800,8088,"dionaea",
"138.68.71.163",55105,8088,"dionaea",
"46.101.128.119",52493,8088,"dionaea",
"185.244.25.164",34411,8088,"dionaea",
"185.8.50.73",36080,8088,"dionaea",
"68.183.123.55",34157,8088,"dionaea",
"138.68.65.19",38422,8088,"dionaea",
"185.244.25.164",46218,8088,"dionaea",
"62.232.173.115",49265,23,"dionaea",
"176.119.4.18",44828,3616,"dionaea",
"209.141.35.236",39374,8088,"dionaea",
"185.200.118.82",34598,1080,"dionaea",
"85.93.20.252",48456,3376,"dionaea",
"80.211.11.13",46179,8088,"dionaea",
"178.62.41.160",41894,8088,"dionaea",
"185.244.25.164",39638,8088,"dionaea",
"194.55.142.100",51422,54001,"dionaea",
"209.141.56.95",37998,8088,"dionaea",
"46.101.128.119",38716,8088,"dionaea",
"188.166.3.86",55237,8088,"dionaea",
"46.101.208.222",36944,8088,"dionaea",
"185.8.50.73",34018,8088,"dionaea",
"125.75.140.167",7316,23,"dionaea",
"92.53.90.177",53457,1677,"dionaea",
"138.68.71.163",45245,8088,"dionaea",
"194.28.115.245",48502,9090,"dionaea",
"209.141.56.95",48361,8088,"dionaea",
"23.94.182.208",51254,3389,"dionaea",
"185.244.25.164",35770,8088,"dionaea",
"68.183.123.55",48962,8088,"dionaea",
"176.119.4.18",44828,3800,"dionaea",
"46.101.199.124",33959,8088,"dionaea",
"209.141.35.236",59533,8088,"dionaea",
"80.211.254.249",42750,81,"dionaea",
"176.119.4.60",45629,50028,"dionaea",
"73.61.115.60",38872,83,"dionaea",
"79.108.184.241",38772,23,"dionaea",
"188.166.3.86",51817,8088,"dionaea",
"5.8.54.27",53744,8088,"dionaea",
"185.244.25.164",50650,8088,"dionaea",
"80.211.11.13",37619,8088,"dionaea",
"185.8.50.73",49894,8088,"dionaea",
"138.68.71.163",46839,8088,"dionaea",
"185.244.25.164",40101,8088,"dionaea",
"46.101.208.222",35846,8088,"dionaea",
"185.8.50.73",50593,8088,"dionaea",
"144.76.195.110",3782,5902,"dionaea",
"178.62.41.160",32817,8088,"dionaea",
"198.108.67.41",31308,9993,"dionaea",
"185.244.25.164",34729,8088,"dionaea",
"194.28.115.243",47603,3395,"dionaea",
"138.68.65.19",49649,8088,"dionaea",
"91.126.245.15",19681,23,"dionaea",
"68.183.123.55",55920,8088,"dionaea",
"209.141.35.236",39826,8088,"dionaea",
"221.2.156.42",10865,23,"dionaea",
"209.141.56.95",36557,8088,"dionaea",
"142.93.204.158",52372,8088,"dionaea",
"46.101.9.8",33123,8088,"dionaea",
"185.255.31.14",46546,13579,"dionaea",
"188.166.3.86",45151,8088,"dionaea",
"185.244.25.164",55505,8088,"dionaea",
"46.101.199.124",40373,8088,"dionaea",
"138.68.71.163",36435,8088,"dionaea",
"92.53.90.177",53457,1669,"dionaea",
"92.53.90.191",53445,1611,"dionaea",
"80.211.11.13",49876,8088,"dionaea",
"209.141.35.236",59707,8088,"dionaea",
"104.248.216.219",35066,8080,"dionaea",
"185.8.50.73",52015,8088,"dionaea",
"185.244.25.164",45965,8088,"dionaea",
"223.71.153.188",19243,23,"dionaea",
"209.141.56.95",57156,8088,"dionaea",
"209.141.35.236",41702,8088,"dionaea",
"92.53.90.177",53457,1693,"dionaea",
"68.183.123.55",48368,8088,"dionaea",
"46.101.128.119",37037,8088,"dionaea",
"176.119.4.53",43141,1200,"dionaea",
"176.119.4.60",45629,50026,"dionaea",
"185.244.25.164",48271,8088,"dionaea",
"188.166.3.86",46043,8088,"dionaea",
"31.184.195.108",62586,8080,"dionaea",
"107.170.196.202",58083,512,"dionaea",
"195.154.30.37",5695,5060,"dionaea",
"185.222.211.222",47786,3388,"dionaea",
"185.244.25.164",50903,8088,"dionaea",
"194.28.115.243",47603,23389,"dionaea",
"46.101.9.8",51110,8088,"dionaea",
"46.101.208.222",53105,8088,"dionaea",
"80.211.11.13",33652,8088,"dionaea",
"209.141.35.236",57192,8088,"dionaea",
"209.141.56.95",59052,8088,"dionaea",
"142.93.204.158",52638,8088,"dionaea",
"118.10.253.29",19496,23,"dionaea",
"68.183.123.55",47363,8088,"dionaea",
"111.62.24.216",55278,6379,"dionaea",
"185.244.25.164",37193,8088,"dionaea",
"167.99.233.235",26140,23,"dionaea",
"209.141.56.95",45937,8088,"dionaea",
"167.99.233.235",26140,23,"dionaea",
"172.104.125.180",44436,8443,"dionaea",
"169.61.76.42",51820,445,"dionaea",
"169.61.76.42",51796,445,"dionaea",
"185.172.110.206",46878,81,"dionaea",
"185.244.25.164",54105,8088,"dionaea",
"183.82.0.22",9892,1433,"dionaea",
"209.141.56.95",57147,8088,"dionaea",
"198.108.67.38",3231,99,"dionaea",
"178.73.215.171",38040,23,"dionaea",
"178.62.41.160",42027,8088,"dionaea",
"45.64.116.51",7560,23,"dionaea",
"185.244.25.164",57260,8088,"dionaea",
"194.28.115.245",45522,3400,"dionaea",
"68.183.121.98",36726,8088,"dionaea",
"37.79.104.150",8566,23,"dionaea",
"46.101.9.8",54187,8088,"dionaea",
"184.105.139.122",44712,56803,"dionaea",
"222.186.169.217",50083,31,"dionaea",
"185.244.25.164",54915,8088,"dionaea",
"46.101.199.124",45425,8088,"dionaea",
"80.211.11.13",33700,8088,"dionaea",
"209.141.56.95",49411,8088,"dionaea",
"176.119.4.18",44828,3770,"dionaea",
"188.166.3.86",34974,8080,"dionaea",
"188.166.73.243",55221,8088,"dionaea",
"185.8.50.73",47165,8088,"dionaea",
"176.119.7.62",50506,3145,"dionaea",
"147.135.8.209",51749,3389,"dionaea",
"195.231.10.125",35182,81,"dionaea",
"93.56.36.84",55382,23,"dionaea",
"46.101.199.124",38137,8088,"dionaea",
"80.211.92.62",43917,8088,"dionaea",
"185.244.25.164",56289,8088,"dionaea",
"178.46.72.101",1153,23,"dionaea",
"138.68.65.19",41479,8088,"dionaea",
"46.101.208.222",40103,8088,"dionaea",
"185.143.223.53",54809,4489,"dionaea",
"68.183.123.55",32997,8088,"dionaea",
"205.185.119.229",51808,8088,"dionaea",
"185.244.25.164",34985,8088,"dionaea",
"68.183.121.98",38142,8088,"dionaea",
"102.98.51.15",27687,5555,"dionaea",
"209.141.56.95",36587,8088,"dionaea",
"138.68.71.163",37453,8088,"dionaea",
"68.183.123.55",50065,8088,"dionaea",
"46.101.9.8",42324,8088,"dionaea",
"178.62.41.160",41909,8088,"dionaea",
"185.244.25.164",50753,8088,"dionaea",
"185.8.50.73",55588,8088,"dionaea",
"51.75.91.80",5060,5060,"dionaea",
"173.212.222.76",64774,43347,"dionaea",
"188.166.73.243",37388,8088,"dionaea",
"80.211.11.13",55064,8088,"dionaea",
"188.166.3.86",34943,8080,"dionaea",
"191.193.236.39",56478,23,"dionaea",
"185.244.25.164",48309,8088,"dionaea",
"176.119.4.18",44828,3670,"dionaea",
"138.68.71.163",46563,8088,"dionaea",
"209.141.56.95",44481,8088,"dionaea",
"185.244.25.164",59483,8088,"dionaea",
"45.250.231.30",40047,23,"dionaea",
"198.108.67.32",24210,3404,"dionaea",
"198.108.67.42",24606,1947,"dionaea",
"68.183.123.55",55065,8088,"dionaea",
"85.191.68.61",8654,2323,"dionaea",
"178.62.41.160",35881,8088,"dionaea",
"185.244.25.164",52205,8088,"dionaea",
"46.101.9.8",37427,8088,"dionaea",
"211.103.3.167",35125,37215,"dionaea",
"104.248.216.219",42528,8080,"dionaea",
"209.141.56.95",40293,8088,"dionaea",
"185.244.25.164",39866,8088,"dionaea",
"46.101.208.222",52938,8088,"dionaea",
"185.8.50.73",34788,8088,"dionaea",
"80.211.11.13",55775,8088,"dionaea",
"138.68.65.19",55757,8088,"dionaea",
"103.208.78.53",7793,23,"dionaea",
"46.101.199.124",36288,8088,"dionaea",
"188.166.73.243",49297,8088,"dionaea",
"185.244.25.164",51514,8088,"dionaea",
"176.119.4.27",49565,53610,"dionaea",
"185.8.50.73",60592,8088,"dionaea",
"46.101.9.8",34407,8088,"dionaea",
"68.183.123.55",43818,8088,"dionaea",
"107.170.215.244",46247,143,"dionaea",
"138.68.71.163",37366,8088,"dionaea",
"185.244.25.164",55628,8088,"dionaea",
"62.210.103.182",5161,5060,"dionaea",
"162.243.38.99",44754,8129,"dionaea",
"209.141.56.95",43030,8088,"dionaea",
"177.189.154.130",34070,23,"dionaea",
"176.119.4.60",45629,50048,"dionaea",
"46.101.199.124",40292,8088,"dionaea",
"208.100.26.228",45482,5000,"dionaea",
"68.183.123.55",38583,8088,"dionaea",
"185.244.25.164",56716,8088,"dionaea",
"80.211.11.13",42232,8088,"dionaea",
"185.244.25.164",34234,8088,"dionaea",
"185.165.169.146",53174,81,"dionaea",
"185.153.198.222",41727,33589,"dionaea",
"187.95.173.34",16559,23,"dionaea",
"176.119.7.62",48709,3653,"dionaea",
"178.62.41.160",46618,8088,"dionaea",
"176.119.4.56",43019,3330,"dionaea",
"209.141.56.95",51925,8088,"dionaea",
"198.108.67.37",41074,8835,"dionaea",
"185.244.25.164",36626,8088,"dionaea",
"176.119.4.60",45629,50046,"dionaea",
"188.166.73.243",59677,8088,"dionaea",
"194.28.115.245",45522,3333,"dionaea",
"194.28.115.243",44623,3322,"dionaea",
"46.101.208.222",39561,8088,"dionaea",
"46.101.128.119",44480,8088,"dionaea",
"188.166.3.86",34621,8080,"dionaea",
"185.244.25.164",57088,8088,"dionaea",
"209.141.56.95",34161,8088,"dionaea",
"185.94.111.1",43391,179,"dionaea",
"138.68.71.163",54097,8088,"dionaea",
"1.162.106.116",11302,9000,"dionaea",
"60.191.38.77",8881,80,"dionaea",
"80.211.11.13",47447,8088,"dionaea",
"37.79.119.126",39994,2323,"dionaea",
"112.5.243.36",57524,5555,"dionaea",
"46.101.199.124",36280,8088,"dionaea",
"178.62.41.160",57615,8088,"dionaea",
"103.212.90.186",39178,80,"dionaea",
"138.68.65.19",59799,8088,"dionaea",
"220.134.152.61",58829,23,"dionaea",
"203.24.188.102",38947,8545,"dionaea",
"185.244.25.164",51632,8088,"dionaea",
"89.248.167.131",16655,3389,"dionaea",
"185.255.31.34",45167,5505,"dionaea",
"209.141.56.95",37489,8088,"dionaea",
"138.68.71.163",57855,8088,"dionaea",
"46.101.9.8",39601,8088,"dionaea",
"185.244.25.164",54528,8088,"dionaea",
"46.101.9.8",42001,8088,"dionaea",
"109.248.9.12",57671,3388,"dionaea",
"176.119.7.62",46911,4337,"dionaea",
"209.141.56.95",53788,8088,"dionaea",
"115.150.82.223",24607,23,"dionaea",
"46.101.128.119",55452,8088,"dionaea",
"80.211.11.13",51354,8088,"dionaea",
"46.101.199.124",56982,8088,"dionaea",
"185.244.25.164",33090,8088,"dionaea",
"185.8.50.73",56358,8088,"dionaea",
"188.166.3.86",54650,8080,"dionaea",
"61.171.230.47",1905,23,"dionaea",
"46.101.208.222",39559,8088,"dionaea",
"138.68.65.19",36751,8088,"dionaea",
"80.211.92.62",44723,8088,"dionaea",
"185.255.31.14",46546,19999,"dionaea",
"71.6.165.200",29921,19,"dionaea",
"185.244.25.164",41322,8088,"dionaea",
"124.170.161.193",50888,8080,"dionaea",
"107.170.217.221",38885,3389,"dionaea",
"188.166.3.86",40679,8080,"dionaea",
"209.141.56.95",48450,8088,"dionaea",
"176.119.4.27",47601,29221,"dionaea",
"178.62.41.160",50113,8088,"dionaea",
"185.244.25.164",38989,8088,"dionaea",
"198.108.67.42",56349,9216,"dionaea",
"104.248.216.219",60795,8080,"dionaea",
"194.28.115.245",45522,3344,"dionaea",
"185.244.25.164",41873,8088,"dionaea",
"92.53.90.191",53445,1644,"dionaea",
"194.28.115.243",44623,5000,"dionaea",
"80.211.11.13",52963,8088,"dionaea",
"185.153.198.222",41727,2020,"dionaea",
"188.166.3.86",34183,8080,"dionaea",
"46.101.9.8",33861,8088,"dionaea",
"185.8.50.73",39596,8088,"dionaea",
"156.198.110.121",18702,23,"dionaea",
"185.244.25.164",33331,8088,"dionaea",
"138.68.71.163",55287,8088,"dionaea",
"46.101.9.8",45902,8088,"dionaea",
"209.141.56.95",45743,8088,"dionaea",
"185.44.230.178",57410,23,"dionaea",
"218.166.203.253",61824,8080,"dionaea",
"185.244.25.164",57608,8088,"dionaea",
"46.101.199.124",53646,8088,"dionaea",
"103.78.132.4",53210,5001,"dionaea",
"90.151.82.73",4992,23,"dionaea",
"138.68.65.19",52542,8088,"dionaea",
"37.210.161.92",35677,23,"dionaea",
"185.244.25.164",54835,8088,"dionaea",
"80.211.11.13",38887,8088,"dionaea",
"178.62.41.160",51980,8088,"dionaea",
"185.8.50.73",35666,8088,"dionaea",
"209.141.56.95",47049,8088,"dionaea",
"188.166.3.86",35160,8080,"dionaea",
"138.68.71.163",60617,8088,"dionaea",
"182.18.171.245",59378,445,"dionaea",
"46.101.208.222",37564,8088,"dionaea",
"182.18.171.245",61411,445,"dionaea",
"176.119.4.27",45637,40221,"dionaea",
"185.8.50.73",59964,8088,"dionaea",
"185.244.25.164",37768,8088,"dionaea",
"205.185.119.229",54729,8088,"dionaea",
"209.141.56.95",45053,8088,"dionaea",
"176.119.4.18",44828,3658,"dionaea",
"46.101.199.124",48522,8088,"dionaea",
"176.119.4.60",45629,50045,"dionaea",
"46.101.128.119",45193,8088,"dionaea",
"124.195.199.208",38669,80,"dionaea",
"185.244.25.164",36470,8088,"dionaea",
"194.28.115.245",45522,3393,"dionaea",
"176.113.57.138",41323,34567,"dionaea",
"5.141.64.193",48522,23,"dionaea",
"194.28.115.243",44623,63389,"dionaea",
"209.141.35.236",59609,8088,"dionaea",
"46.101.208.222",40262,8088,"dionaea",
"185.244.25.164",35693,8088,"dionaea",
"37.191.222.195",61349,23,"dionaea",
"176.119.7.62",45113,1557,"dionaea",
"80.211.11.13",34419,8088,"dionaea",
"209.141.56.95",51026,8088,"dionaea",
"185.244.25.164",57106,8088,"dionaea",
"188.166.3.86",33026,8080,"dionaea",
"188.168.20.232",38254,23,"dionaea",
"209.141.35.236",48296,8088,"dionaea",
"190.147.177.72",40176,2323,"dionaea",
"201.69.122.241",48133,80,"dionaea",
"138.68.71.163",60300,8088,"dionaea",
"185.244.25.164",46177,8088,"dionaea",
"185.8.50.73",32952,8088,"dionaea",
"60.191.38.77",44027,8080,"dionaea",
"178.62.41.160",56048,8088,"dionaea",
"176.119.4.18",44828,3669,"dionaea",
"185.244.25.164",41366,8088,"dionaea",
"209.141.35.236",39030,8088,"dionaea",
"188.166.3.86",59031,8080,"dionaea",
"80.211.92.62",48369,8088,"dionaea",
"188.166.3.86",40206,8080,"dionaea",
"209.141.56.95",49356,8088,"dionaea",
"205.185.119.229",45123,8088,"dionaea",
"80.211.11.13",39530,8088,"dionaea",
"176.113.57.138",41323,37777,"dionaea",
"138.68.71.163",45742,8088,"dionaea",
"46.101.199.124",45404,8088,"dionaea",
"185.8.50.73",49089,8088,"dionaea",
"209.141.35.236",44140,8088,"dionaea",
"46.101.208.222",46146,8088,"dionaea",
"185.244.25.164",60941,8088,"dionaea",
"188.166.3.86",44840,8080,"dionaea",
"209.141.56.95",51739,8088,"dionaea",
"197.38.32.120",40488,23,"dionaea",
"46.101.9.8",54055,8088,"dionaea",
"46.101.9.8",52975,8088,"dionaea",
"185.244.25.164",58562,8088,"dionaea",
"46.101.199.124",45907,8088,"dionaea",
"194.28.115.245",42542,3392,"dionaea",
"125.64.94.200",55082,1611,"dionaea",
"178.62.41.160",57937,8088,"dionaea",
"46.101.128.119",33009,8088,"dionaea",
"176.119.7.62",43315,29007,"dionaea",
"5.188.206.254",43671,3389,"dionaea",
"176.119.4.27",43672,21221,"dionaea",
"194.28.115.245",42542,8389,"dionaea",
"104.248.216.219",38244,8080,"dionaea",
"209.141.35.236",59276,8088,"dionaea",
"98.220.143.249",9694,9000,"dionaea",
"125.212.217.214",24263,9100,"dionaea",
"188.166.3.86",41132,8080,"dionaea",
"185.244.25.164",56184,8088,"dionaea",
"209.141.56.95",45555,8088,"dionaea",
"80.211.11.13",45985,8088,"dionaea",
"138.68.71.163",52156,8088,"dionaea",
"5.8.54.27",40557,8088,"dionaea",
"125.64.94.197",47478,4533,"dionaea",
"31.162.189.154",40139,23,"dionaea",
"138.68.65.19",35656,8088,"dionaea",
"14.162.147.139",63763,445,"dionaea",
"208.100.26.228",40130,4040,"dionaea",
"188.166.3.86",39858,8080,"dionaea",
"14.162.147.139",50363,445,"dionaea",
"14.162.147.139",50348,445,"dionaea",
"185.8.50.73",58274,8088,"dionaea",
"5.188.206.22",59230,59000,"dionaea",
"176.119.4.56",43019,3342,"dionaea",
"178.62.41.160",56887,8088,"dionaea",
"110.201.103.125",3306,23,"dionaea",
